Date,Place,Content,Sea/Land/Harbour(0/1/2),Polarity,Subjectivity,Serial
18320429,Rio de Janeiro,"Delightfully quiet day, employed in writing up my journal during the Macaè excursion.",1,0,0.333,140
18320430,Rio de Janeiro,Dined with Mr Aston.,1,0,0,141
18320501,Rio de Janeiro,Worked at a host of fresh water animals with which every ditch abounds.,1,0.3,0.5,142
18320502,Rio de Janeiro,Walked to Rio: the whole day has been disagreeably frittered away in shopping.,1,0.2,0.4,143
18320503,Rio de Janeiro,"Went on board the Warspite, a 74 line of battle ship, to see her inspected by the Admiral. It was one of the grandest sights I ever witnessed. When the Admiral arrived the yards were manned by about 400 seamen; from the regularity of their movements & from their white dresses, the men really looked more like a flock of wild-fowl than anything else. When a ship is inspected, everything is done precisely the same as if she was engaged with an enemy; and although on paper it may sound like child’s play, in the reality it was most animating. One almost wished for an enemy, when the awful words were shouted to the great batteries below: ""Clear for Action"".
After having manoeuvred the enormous guns and proved how well & easily it was done. Fire in the Cock-pit sung through the decks, in perfect order, the guns yet working, the pumps were rigged, the fire engines brought into play, and all the firemen with their buckets. The action became hotter. (nobody knew what was coming). The Admiral sung out ""a Raking shot has cut our fore-shrouds"". ""Captain Talbot wared ship: cut away the mizzen mast, in an instant men with their axes sprung to their places: and then it was truly wonderful how soon the store rooms were opened and vast ropes brought to support the tottering fore mast. The admiral was determined to puzzle them: during all this bustle he ordered a broadside, and shouted the main shrouds and fore stay are gone. In short in a few minutes all our principal ropes were cut through and joined.
Perhaps however the most glorious thing was when the Bugle gave the signal for the Boarders; the very ship trembled at so dense a body rushing a long with their drawn cutlasses. The appalling shout, with which the English seamen execute the most dangerous service he is ever called upon to perform, was the only thing that was absent.
In the evening dined with the Admiral & afterwards enjoyed the calmer pleasure of reading letters from Shropshire.",1,0.173,0.54,144
18320504,Rio de Janeiro,"Worked away at my usual employments, & filled up the cracks in the time by building castles in the air about the ""pomp & circumstance of war"".",1,0.075,0.575,145
18320505,Rio de Janeiro,"These days have quietly glided away; there have been torrents of rain, & the fields are quite soaked with water; if I had wished to walk it would have been very disagreeable, but as it is, I find one hours collecting keeps me in full employment for the rest of the day. The naturalist in England enjoys in his walks a great advantage over others in frequently meeting with something worthy of attention; here he suffers a pleasant nuisance in not being able to walk a hundred yards without being fairly tied to the spot by some new & wondrous creature.",1,0.296,0.625,146
18320506,skip,skip,1,0.296,0.625,147
18320507,Rio de Janeiro,"Went on board & spent the day there, in the evening brought with me a few things which I wanted before the departure of the Beagle.",1,-0.15,0.1,148
18320508,Rio de Janeiro,Torrents of rain. I am at present chiefly collecting spiders. In the course of a few hours 2.6 inches of rain fell.,1,-0.1,0.05,149
18320509,Rio de Janeiro,"Went out collecting & took the direction of the Botanic Garden; I soon came to one of the salt water lakes or bays by which the surrounding country is often penetrated. Many of the views were exceedingly beautiful; yet in tropical scenery, the entire newness, & therefore absence of all associations, which in my own case (& I believe in others) are unconsciously much more frequent than I ever thought, requires the mind to be wrought to a high pitch, & then assuredly no delight can be greater; otherwise your reason tells you it is beautiful but the feelings do not correspond. I often ask myself why can I not calmly enjoy this; I might answer myself by also asking, what is there that can bring the delightful ideas of rural quiet & retirement, what that can call back the recollection of childhood & times past, where all that was unpleasant is forgotten; until ideas, in their effects similar to them, are raised, in vain may we look amidst the glories of this almost new world for quiet contemplation.
The Captain called in the evening & says the Beagle sails tomorrow. We also today heard the bad news that three of the party, who went up in the Cutter to Macucu for snipe shooting, are taken seriously ill with Fevers. There is reason to fear that others were to day beginning to feel the bad effects of their excursion. The first case occurred 4 days after the arrival of the party on board on the 2nd. A boat from the Warspite started yesterday for the same purpose. I very nearly succeeded in joining it; my good star presided over me when I failed. Four of us belonging to the Beagle are now living here. Earl, who is unwell & suffers agonies from the Rheumatism. The serjeant of Marines, who is recovering from a long illness, & Miss Fuegia Basket, who daily increases in every direction except height.",1,0.066,0.484,150
18320510,Rio de Janeiro,The Beagle sailed for Bahia this evening.,1,0,0,151
18320511,Rio de Janeiro,"These four days I have been almost laid up by an inflammation in my arm. — Any small prick is very apt to become in this country a painful boil. — Earl continues very ill & is in bed. — This is the winter season; a great deal of rain falls, but chiefly by night; in other respects the weather is most delightful & cool. — The temperature in a room generally varies from 70°-75°.",1,0.176,0.708,152
18320512,skip,skip,1,0.176,0.708,153
18320513,skip,skip,1,0.176,0.708,154
18320514,Rio de Janeiro,My arm is nearly well. I took the opportunity of paying several calls; that most empty yet burdensome form of civility.,1,0.125,0.35,155
18320515,Rio de Janeiro,"Went out collecting & had a most delightful walk: It is now full moon. I do not know whether the clear outline of the view seen by night is most admirable, or when lighted up by the gorgeous colours of a Tropical sun.",1,0.525,0.639,156
18320516,Rio de Janeiro,Examined the rich produce of yesterdays collecting. Earl is considerably better.,1,0.438,0.625,157
18320517,Rio de Janeiro,"Heavy rain; in the course of the day 1.6 inches fell, as the storm passed over the Caucorado, the sound produced by the drops pattering on the countless number of leaves was very singular. It might be heard for ¼ of a mile. I jumped up to see what it was; for it sounded like the rushing of a large body of water.",1,0.123,0.426,158
18320518,Rio de Janeiro,"These days have glided away very pleasantly, but with nothing particular to mark their passage: What will not habit do? I find my eye wanders idly from the Orange to the Banana & from it to the Cocoa Nut; whilst I take no more notice than if they were laurel or apple trees. It is very amusing to hear people complaining of the extreme cold; the depth of winter, however, brings not with it its usual & solitary silence. In the evening various species of frogs make an almost musical concert; this, as the night advances, is taken up in a higher key by a multitude of Cicadas & Crickets.",1,0.084,0.644,159
18320519,skip,skip,1,0.084,0.644,160
18320520,Rio de Janeiro,"Mr Derbyshire, who after leaving the Beagle has remained in the city, paid us a visit. In the evening, Earl (who is nearly well) & we two walked round the Botofogo bay.",1,-0.05,0.4,161
18320521,Rio de Janeiro,"Took a long scramble through the woods; the bottom is so thickly strewed over with dry sticks & leaves, that in walking one makes as much noise as a large quadruped would.
This is very disagreeable, as it puts all birds & animals to flight, likewise destroys that quietness which is the principal charm of these forests. This morning has been the fourth attempt to reach the sea by crossing a mere band of wood. Each time I followed a track made by the woodmen, but as soon as that ended I was utterly disabled by the thickets from proceeding even five yards further.
Tonight there has been a good deal of lightening, & the air very sultry. Therm. 75°. As far as I am able to judge, it would seem that in hot countries, the effect produced on the body increases in a greater ratio than the temperature; that is to say, if at present the thermometer was to rise to 85° the debilitating effects would be more than double, than if it was at 80°.",1,0.118,0.425,162
18320522,Rio de Janeiro,"This has been my alternate day of rest, whilst working at the yesterdays collecting. I give up the evenings to reading & writing; in the latter, the number of friends to whom I am in debt keeps me in full employment. I have just finished 'Anson's Voyage'; my pleasure in reading such works is at least trebled by expecting to see some of the described places & in knowing a little about the sea.",1,-0.023,0.325,163
18320523,Rio de Janeiro,"Collected numerous animals on the sandy plain, which skirts the sea at the back of the Sugar loaf. The ground here being cleared of Cactuses & bushes is for many acres planted with Pineapples. They are cultivated in straight rows, & at a considerable distance apart. Thus does this fruit nursed with so much care in England here occupy land, which for all other purposes is entirely sterile & unproductive. The number of oranges which the trees in the orchards here bear, is quite astonishing. I saw one to day where I am sure there were lying on the ground sufficient to load several carts, besides that which the boughs were almost cracking with the burthen of the remaining fruit.",1,0.138,0.441,164
18320524,Rio de Janeiro,Remained at home.,1,0,0,165
18320525,Rio de Janeiro,"Walked to the city to procure some things which I wanted, then joined Earl & Derbyshire & we proceeded together to ascend the Cocovado. The path for the few first miles is the Aqueduct; the water rises at the base of the hill & is conducted along a sloping ridge to the city. At every corner alternate & most beautiful views were presented to us. At length we commenced ascending the steep sides, which are universally to the very summit clothed by a thick forest. The water-courses were ornamented by that most elegant of all vegetable forms, the tree fern. they were not of a large size, but in the vividness of the green lightness of the foliage, & in the beautiful curve of head, they were most classically admirable.
We soon gained the peak & beheld that view, which perhaps excepting those in Europe, is the most celebrated in the world. If we rank scenery according to the astonishment it produces, this most assuredly occupies the highest place, but if, as is more true, according to the picturesque effect, it falls far short of many in this neighbourhood.
Everybody has remarked that a landscape seen from an eminence loses much of its beauty, & although here the two elements are largely present, which perhaps are least injurious from this cause, viz. an extent of forest land & of open sea, yet the observation holds good. The Caucovado is about 2000 feet high, one side of it for nearly 1000 is so precipitous, that it might be plumbed with a lead, at the foot there is a large wood; nothing pleased me so much as the beautiful appearance this presented when seen so nearly vertically. It would lead one to suppose that the view from a Balloon would be exceedingly striking. Some years ago a poor insane young woman threw herself from this summit; in few places could a more horrible lovers leap be found. Our present host, Mr Bolga, was one of the first who found the corps dashed into pieces amongst the trees & rocks.",1,0.128,0.505,166
18320526,Rio de Janeiro,"During to day & yesterday there has been a strong breeze from the SW; the amount of evaporation which a current of air produces in these countries is very great & in consequence the comparative state of dryness of the road has been today very remarkable. After dinner I walked to the Bay & had a good view of the Organ mountains; I was much struck by the justness of one of Humboldt’s observations, that hills in a Tropical country seen from a distance are of a uniform blue tint, but that contrary to what generally is the case the outline is defined with the clearest edge. Few things give me so much pleasure as reading the Personal Narrative; I know not the reason why a thought which has passed through the mind, when we see it embodied in words, immediately assumes a more substantial & true air. In the same manner as when we meet in dramatic writings a character which we have known in life, it never fails to give pleasure.",1,0.252,0.454,167
18320527,Rio de Janeiro,"Walked to the Botanic Garden; this name must be given more out of courtesy than anything else; for it really is solely a place of amusement. The chief & great interest it possesses, is the cultivation of many plants which are notorious from their utility. There are some acres covered with the Tea tree. I felt quite disappointed at seeing an insignificant little bush with white flowers & planted in straight rows. Some leaves being put into boiling water, the infusion scarcely possessed the proper tea flavour. There were trees of Camphor, Sago, Cinnamon, Cloves & Pepper, the leaves of all, especially the Cloves & Cinnamon, had a delightful aromatic taste & smell. The Bread-fruit was growing in great luxuriance; the leaves from their great size & deep divisions were uncommonly handsome. Oh for the time, when I shall see it in its native Pacific isles. The Mango & Jack-fruit were likewise here; I did not before know their names.
The landscape about Bahia takes its character from these two most beautiful trees; as for the Mango I had no idea any tree could cast so black a shadow. They both bear to the evergreen vegetation of the Tropics the same ratio which laurels do to our English trees. In this zone these three latter, together with the Banana, Orange, Cabbage palm & Cocoa-nut tree, stand before all others (with the exception perhaps of the tree fern & some firs) in the beauty of their appearance; At the same time how remarkably they contribute to the subsistence of mankind: & in this double respect how far do they surpass those of Europe. The Tropics appear the natural birthplace of the human race; but the mind, like many of its fruits seems in a foreign clime to reach its greatest perfection.",1,0.262,0.489,168
18320528,Rio de Janeiro,"Visited the shore behind the Sugar Loaf & again obtained vast numbers of insects. The situation being much the same as that of Barmouth; many of the insects were closely allied; as I watched the elegant Cicindelae running on this sand, Barmouth with all its charms rose vividly before my mind.",1,0.191,0.653,169
18320529,Rio de Janeiro,"Cloudy greyish day, something like an Autumnal one in England; without however its soothing quietness. I wanted to send a note this morning into the city & had the greatest difficulty in procuring anybody to take it. All white men are above it, & every black about here is a slave. This, amongst other things, is one great inconvenience of a slave country.",1,0.251,0.443,170
18320530,Rio de Janeiro,"Again ascended with Derbyshire the Caucovado & took with me the Mountain Barometer. I make it to be 2,225 above level of the sea. Real height 2330. During the time we were on the summit we were either in a cloud or rain. Whilst passing through the woods, I observed the same fact, which I have mentioned about the interior forests, viz the smallness of the trunks of the trees. Very few reached (I believe not more than 3 or 4) reached seven feet in circumference: & only one 9ft 7inch. The Caucovado is notorious for Maroons or run-away slaves; the last time we ascended, we met three most villainous looking ruffians, armed up to the teeth. They were Maticans or slave-hunters, & receive so much for every man dead or alive whom they may take. In the former case they only bring down the ears. A slave, who has since voluntary delivered himself up, run away from Mr Lennons' estate on the Macaè & lived in a cave for two years & a half. So easy is it in these countries for a man to support himself.
Amongst other things which the anti-abolitionists say, it is asserted that the freed slave would not work. I repeatedly hear of run-away ones having the boldness of working for wages in the neighbourhead of their masters. If they will thus work when there is danger, surely they likewise would when that was removed. Again the blacks, who have been seized by British men of war, are hired out to different tradesmen for seven years, by which time it is supposed they could support themselves. I have heard many instances from the masters, that they claim their freedom before the expiration of the time: & set up for themselves. What will not interest or blind prejudice assert, when defending its unjust power or opinion?",1,0.035,0.411,171
18320531,Rio de Janeiro,"Staid at home; the evenings now soon close in; whilst I am lamenting the northern progress of the sun, everybody in England is rejoiced at it: as yet I am no ways accustomed to this reversed order of things. It sounds very good to hear of fruits only ripening at Christmas.",1,0.455,0.89,172
18320601,Rio de Janeiro,"Took a long ride, in order to geologize some of the surrounding hills. — After passing for some time through lanes shaded by hedges of Mimosas, I turned off into a track into the forest. — The woods even at this short distance from the city are as quiet & unfrequented as if a civilized man had never entered them. — The path [2 words deleted] wound up the hill: at the height of 5 or 600 feet I enjoyed one of those splendid views, which may be met with on every side of Rio. — At this elevation the landscape has attained its most brilliant tint. — I do not know what epithet such scenery deserves: beautiful is much too tame; every form, every colour is such a complete exaggeration of what one has ever beheld before. — If it may be so compared, it is like one of the gayest scenes in the Opera House or Theatre. —",1,0.287,0.568,173
18320602,Rio de Janeiro,"Collected in the neighbourhead of the house: I trust there is a change in the weather: the Hygrometer showed the air to be twice as dry in the middle of the day as in the morning. There was a good example of what Humboldt says of ""the thin vapour, which without changing the transparency of the air, renders its tints more harmonious, softens the effects"" &c &c. In one of these days when there is such a profusion of light, the consequent dark shadows are well opposed to the general brightness of the view.",1,0.115,0.517,174
18320603,Rio de Janeiro,"Staid quietly at home, & in the evening walked to the Lagoa. Called on a Mr Roberts, one of the endless nondescript characters of which the Brazils are full, broken down agents to speculation companies; officers who have served under more flags than one: &c &c to all of whom I am charitable enough to attribute some little peccadillo or another.",1,0.065,0.514,175
18320604,Rio de Janeiro,"Got up at 4 oclock to go out hunting: the person who keeps the hounds is a priest & dean. — the pack only consisted of five dogs, their names, Trumpeta, Mimosa, Clariena, Dorena & Champaigna; the huntsman is a black man & performed the other offices of body servant & Clerk. The padre is a very rich man & a great favourite of the last queens; we got to his country house at 5 oclock & found with him another brother priest. — It was very curious to see the miserable manner such men could live in; one sort of shed where dogs, black men & themselves appeared to live together; & the whole place dirty & out of order. — At about seven we arrived at our hunting ground, & put up the horses at a small farm house situated in the middle of the woods. — The hunting consists in all the dogs being turned into the forest & each separately pursues its own game. — The hunters with guns station themselves in the places most likely for the animals, such as small deer & pachas (like guinea pigs) to pass by. — And in the intervals they shoot parrots & Toucans &c.. — I soon found this very stupid & began to hunt my own peculiar game. — The wood contained by far the largest trees I have yet seen, — the average I should think was double of what I have before seen, being about 6 feet in circumference, of course as before there are many larger & smaller trees. — Perhaps in consequence of the greater size this one was much less impenetrable than the generality & might easily be traversed in all directions. — The eldest son of the farmer accompanied us & was a good specimen of the country Brazilian youths. — His dress consisted of a tattered shirt, pair of trowsers, & wooden slippers (in keeping on which he showed most singular dexterity) & no hat & long hair. — He carried with him an old fashioned gun & an enormous knife. — As They use the latter for killing animals & as they walk along incessantly continue cutting the branches so as to improve old & make new paths. — This practice is universal, & in consequence of the habit of carrying the knife, many murders take place. — It is not at all necessary for them to approach the person as they can throw the knife to a great distance with force & precision. — The day before this young man had shot 2 large bearded monkeys & had left another dead in the tree: these monkeys have prehensile tails, which when dead by the very tip will support the whole weight of the animal. — He took with him a mulatto with an axe & to my surprise proceeded in order to get the monkey, to cut down an enormous tree; they soon affected this & as it fell with an awful crash it tore up the earth & broke other trees & itself. — We joined our party, whom we found shooting beautiful little green parrots; the young Brazilian soon signalized himself by his hawks eye & steady hand. — We then eat our dinner & drank wine in the true Don Quixote fashion out of a bag of goats skin. — After a score of profound bows & with our hands to our hearts repeating ""Monte, Monte, obligado"", we took leave of the two hospitable & intelligent padres proceeded home. — I found on my table a letter from Shrewsbury dated March 12th. —
I also found King, who had arrived late the evening before in the Beagle. — He brought the calamitous news of the death of three of our ship-mates. — They were the three of the Macacu party who were ill with fever when the Beagle sailed from Rio. — 1st Morgan, an extraordinary powerful man & excellent seaman; he was a very brave man & had performed some curious feats, he put a whole party of Portugeese to flight, who had molested the party; he pitched an armed sentinel into the sea at St Jago; & formerly he was one of the boarders in that most gallant action against the Slaver the Black Joke. — 2d Boy Jones one of the most promising boys in the ship & had been promised but the day before his illness, promotion. — These were the only two of the sailors who were with the Cutter, & picked for their excellence. — And lastly, poor little Musters; who three days before his illness heard of his Mothers death. Morgan was taken ill 4 days after arriving on board & died near the Abrolhos, where he was lowered into the sea after divisions on Sunday — for several days he was violently delirious & talked about the party. — Boy Jones died two days after arriving at Bahia, & Musters two days after that. — They were both for a long time insensible or nearly so. — They were both buried in the English burial ground at Bahia; where in the lonely spot are also two other midshipmen. The other five of the party were all slightly attacked; none of them for more than a day or two. — Macacu has been latterly especially notorious for fevers: how mysterious & how terrible is their power. It is remarkable that in almost every case, the fever appears to come on several days after returning into the pure atmosphere. I could quote numbers of such cases: is it the sudden change of life, the better & more stimulating food, which determines the period?- Humboldt & Bonpland, after living for months in the forests, as soon as they returned to the coast, both were seized by violent fevers.
The Beagle made a very good passage up; being only 5 days, she passed a few miles inside of the Abrolhos. — A French corvette sailed 8 days before & promised our Captain to have dinner ready for him on his arrival at Bahia; as it turned out the case was reversed; such is the advantage of a good knowledge of the winds & coast. — She staid a week at Bahia. — And 12 days back to Rio; she would have been some days shorter on the passage, had she not been becalmed at Cape Frio.",1,0.055,0.546,176
18320605,Rio de Janeiro,Worked at the produce of yesterdays hunt; in the evening went out geologizing. Earl has returned (he has been staying for a week with some friends in the city) & brought a good deal of news from the Beagle.,1,0.7,0.6,177
18320606,Rio de Janeiro,"Went on board & breakfasted with the Captain, spent the day between the city & the Beagle. Going on board gives in a small degree the comfortable feeling which is always experienced on returning home. Having lived so long on shore, I have almost forgotten how to stow myself in my own corner.",1,0.233,0.6,178
18320607,Rio de Janeiro,"Rode with Mr Bolger to the chapel of Nossa Senhora de Penha; this being one of the sights of the country. — Our road lay through the North & back part of the city, which covers a much greater space than I had imagined. The suburbs are very filthy & are surrounded by marshes covered with the Mangrove; the tide occasionally flows into them, & is sufficient to cause a continual putrefaction of vegetable & animal matter, which is rendered very perceptible to the nose. — The land surrounding the Bay is generally thus situated for instance Macucu & in consequence unhealthy.
As we proceeded in this direction nothing could be more uninteresting than the country. — Nossa Senhora is a gay little chapel built on one of the naked rounded hills of gneiss so frequent in this country. — Some hundreds of steps lead to the summit & there is an extensive view of the harbor & its islands. — On our return we rode to the palace of St Christophe; at a distance, from its large & regular dimensions & from the bright colours of the walls, it has a grand appearance. — I was much struck by the beauty of the right hand side building; I did not expect to see any thing so elegant in the Brazils. — The gate, which the Duke of Northumberland sent as a copy of the one at Sion house, stands on the edge of a hill where there is no path; even under such circumstances it is highly ornamental.",1,0.125,0.492,179
18320608,Rio de Janeiro,"Collected some Corallines on the rocks, which surround part of Botofogo Bay.",1,0,0,180
18320609,Rio de Janeiro,"Started at ½ after six with Derbyshire for a very long walk to the Gavia. — This mountain stands near the sea, & is recognised at a great distance by its most singular form. — Like the generality of the hills, it is a precipitous rounded cone, but on the summit is a flat angular mass, whence it takes the name of ""table"" or topsail mountain. The narrow path wound round its Southern base; the morning was delightful; & the air most fragrant & cool. — I have no where seen liliaceous plants & those with large leaves in such luxuriant plenty; growing on the border of the clear shaded rivulets & as yet glittering with drops of dew, they invited the traveller to rest. — The ocean, blue from the reflected sky, was seen in glimpses through the forest. — Islands crowned with palms varied our horizon. — As we passed along, we were amused by watching the humming birds. — I counted four species — the smallest at but a short distance precisely resembles in its habits & appearance a Sphinx. — The wings moved so rapidly, that they were scarcely visible, & so remaining stationary the little bird darted its beak into the wild flowers, —making an extraordinary buzzing noise at the same time, with its wings. — Those that I have met with, frequent shaded & retired forests & may there be seen chasing away the rival butterfly. In vain we attempted to find any path to ascend the Gavia; this steep hill subtends to the coast at an angle of 42°. — We returned home; at our furthest point we had a good view of the coast for many miles. — It was skirted by a band of thick brushwood: behind which was a wide plane of marshes & lakes; which in places were so green, that they looked like meadows. —",1,0.111,0.485,181
18320610,Rio de Janeiro,"Like a schoolboy in his holidays, I tremble as I perceive another week completed.",1,0,0,182
18320611,Rio de Janeiro,"Rode to the place where I was the other day hunting with the Padre; having put up my horse, I started for the woods. — A mulatto & a little Brazilian boy accompanied me; — the latter was quite a child, but dressed in the same manner as I described the eldest son. — I never saw anything at all equal to his power of perception. — Many of the rarest animals in the most obscure trails were caught by him. — I should have as soon expected a beetle to have turned traitor & been my coadjutor, as to have found so able a one in this little fellow. — It really was like what one reads of the talent of observation which the Indians possess, my eyes with years of practice were not at all on a par with this childs. — I wish the Brazilians, as they advance in age, could keep the pleasant & engaging manners which they possess in youth. — My companions left me & I proceeded on my scramble into the interior of the forest. — A profound gloom reigns everywhere; it would be impossible to tell the sun was shining, if it was not for an occasional gleam of light shooting, as it were through a shutter, on the ground beneath; & that the tops of the more lofty trees are brightly illuminated. — The air is motionless & has a peculiar chilling dampness. — Whilst seated on the trunk of a decaying tree amidst such scenes, one feels an inexpressible delight. — The rippling of some little brook, the tap of a Woodpecker, or scream of some more distant bird, by the distinctness with which it is heard, brings the conviction how still the rest of Nature is. — I returned to the house; where I found several people collected after dinner; this day being one of their numerous feast-days. — The many contrivances for catching animals which my large pockets (not the least subject for surprise) contained, afforded ample grounds for curiosity & wonder. In both of which, with a great deal of good-nature they most freely indulged. — They assuredly thought me a greater curiosity than anything their woods contained. —",1,0.156,0.499,183
18320612,Rio de Janeiro,"Worked in the morning at yesterdays produce, a forest is a gold mine to a Naturalist & yesterdays a very rich one. At one o’clock I went to the Admiral’s for a grand boat race. The first arriving of the launches, yawls, cutters & other large boats, was an imposing sight. It immediately made one understand how powerful a flotilla of such boats would be in war. The racing was rather too long; especially as the Beagle did not come off quite so triumphantly as might have been wished for. The evening passed away pleasantly, & by moonlight on the beach several foot races were got up between the officers & the crews of Captains gigs.",1,0.21,0.634,184
18320613,Rio de Janeiro,"Dined with Mr Cairnes; who is the only merchant whom I have met with in society. The generality are little above shopkeepers. I spent an agreeable evening. Mr Price, a merchant from round the Horn & a passenger with Capt Waldegrave, gave a great deal of amusing & interesting information about the plains or what we better designate these the horse & cattle breeding countries. Mr Price married a Spanish lady who is since dead & has with him his two little daughters, Carlotta & Theresa — the Signoritas can speak nothing but Spanish; very pretty, & their motions most exceeding graceful; Theresa, the least about 8 years old, could not help dancing when she heard music, & with a rose in each hand as her partner, danced most exquisitely.",1,0.214,0.502,185
18320614,Rio de Janeiro,Dined with Mr Aston; a very merry pleasant party; in the evening went with Mr Scott (the Attache) to hear a celebrated pianoforte player. He said Mozarts overtures were too easy. I suppose in the same proportion as the music which he played was too hard for me to enjoy.,1,0.261,0.574,186
18320615,Rio de Janeiro,"Collected some beautiful Corallines on the rocks at Botofogo bay. Mr Earl does not return to his lodgings here, but remains in town till the Beagle sails.",1,0.85,1,187
18320616,Rio de Janeiro,"Started early in the morning for Tijeuka to see the waterfalls. Neither the height or the body of water is anything very imposing; but they are rendered beautiful, by the dampness so increasing the vegetation, that the water appears to flow out of one forest & to be received & hidden in another below. On the road the scenery was very beautiful; especially the distant view of Rio. As a Sultan in a Seraglio I am becoming quite hardened to beauty. It is wearisome to be in a fresh rapture at every turn of the road. And as I have before said, you must be that or nothing.",1,0.293,0.626,188
18320617,Rio de Janeiro,"Took my usual evening stroll to the bay; there to lie down on the coast & watch the setting sun gild the bare sides of the Sugar Loaf. Wickham & Chaffers paid me a visit.
King came & spent the day with me; we both on horseback started for the old forest. He shot some birds & as is generally the case I found many interesting animals of the lower classes. We found a little Palm tree, only a few inches in circumference, which I believe to be 305 years old. I judge of this from its number of rings, each of which I imagine marks a year. On the road home I overtook my old friend the Padre, returning with his dogs from the Gavia. He presented to me a magnificent specimen of the little once, which after five hours hunting, he had succeeded in shooting.",1,0.088,0.396,189
18320618,skip,skip,1,0.088,0.396,190
18320619,Rio de Janeiro,Spent the day between the city & being on board. They are very busy in stowing provisions for sea. The ship looks in same inextricable confusion which she was in in Plymouth. The Warspite is making sweeps & boarding netting for us. Our complement of men is increased. Mr Forsyth is removed from the Flag ship into the Beagle & fills the place of poor little Musters.,1,-0.112,0.343,191
18320620,Rio de Janeiro,During these days have been busily employed with various animals; chiefly however corallines: & my walks in consequence have not been extended far from the house.,1,0.067,0.6,192
18320621,skip,skip,1,0.067,0.6,193
18320622,skip,skip,1,0.067,0.6,194
18320623,Rio de Janeiro,"Again I went to the forest, which so often has been proved so fruitful in all kinds of animals. It is in all probability the last time I shall ever wander in a Brazilian forest. I find the pleasure derived from such scenes increases, instead of as might have been expected, diminishing. To day instead of the rude tracks, I followed a brook, which in a narrow ravine flowed amongst the large huge granitic blocks. No art could depict so stupendous a scene; the decaying trunks of enormous trees scattered about, formed in many places natural bridges; beneath & around them the damp shade favoured the growth of the Fern & Palm trees. & looking upwards the trees in themselves lofty, thus seen, appeared of an almost incredible height. I soon found even by creeping, I could not penetrate the entangled mass of the living & dead vegetation. On coming out of the forest, the effect without any exaggeration is that of the full light of the sun breaking on a person who has just left a darkened room.
These woods belong to the government; & the house where I put up the horse is called Chacera o Macaco. My host the owners name is Antonio da Rocha, & to his hospitality I am indebted for so many delightful walks. Before going he showed me his garden, where to an European eye there was a singular union of plants. On one side a fine set of cabbages were growing & joining to these the long stubble of a rice field. This latter is scarcely to be distinguished from barley; but the ears are different, the seeds being further apart & therefore not having so compact a head. After returning home in the evening the quiet neighbourhead of Botofogo was in unusual agitation in celebrating the eve of St Juan. Round the numerous bonfires there is a continual firing of rockets, guns, crackers, accompanied by shouts of ""Viva St Juan"". This is continued during the greater part of the night. I presume, not having had the luck to have had a gun-powder plot, the Brazilians thus celebrate an innocent saint.",1,0.17,0.503,195
18320624,Rio de Janeiro,"Dined with Mr Cairns; and as far as society goes the pleasantest evening since I left England. The Captain was there & has announced that the Beagle will sail this day week. In the evening my little friend Signorita Theresa, whom I find is only 6 years old, gained universal admiration by her dancing & acting.",1,0.002,0.386,196
18320625,Rio de Janeiro,"In the evening took a farewell stroll to the Lagoa, & saw for the last time its waters stained purple by the last rays of twilight.",1,0,0.067,197
18320626,Rio de Janeiro,"Rode to the city & went on board in order to make final arrangements for living in the ship after my long absence. I dread this process nearly as much as I did at Devonport. There have been several alterations in the ship. Amongst others we have 2 long nine-pounders; this will make us much more independent: several cases occurred during the last war where very small vessels terribly injured large ones, from having one great gun & keeping out of range of the other. I am sorry to see so many new faces on the deck, in the whale boat which took me ashore there was not one old-hand.",1,0.016,0.429,198
18320627,Rio de Janeiro,"This is my last day on shore, so I was determined it should not be an idle one. In the bay I found some fine Corallines; the examination of which occupied me during the whole day. Upon the whole I am tolerably contented with what I have done at Rio in Natural Hist: several important branches have been cut off: Geology is here uninteresting, Botany & Ornithology too well known. And the sea totally unproductive excepting in one place in Botofogo Bay — so that I have been reduced to the lower classes, which inhabit the dry land or fresh water. The number of species of Spiders which I have taken is something enormous. The time during these eleven weeks has passed so delightfully, that my feelings on leaving Botofogo are full of regret & gratitude.",1,0.223,0.544,199
18320628,,"Removed all my things from shore & am now once again in the intricacy of my own corner writing this journal. It is something quite cheering to me to hear the old noises: the men forward singing; the sentinel pacing above my head & the little creaking of the furniture in the Cabin. &c.
We go to sea on next Tuesday, so that I have a nice short time for finishing the collections I made at Botofogo.
The very interesting & important news of the minority of Earl Grey on the reform was brought late last night by the Packet. The latest information is 20th of May. The distance of time & space from the events takes from me the keen interest for Politicks & Newspapers.
Went to the city to purchase several things; nothing can be more wearisome than shopping here. From the length of time the Brazilians detain you & the unreasonable price they at first ask, it is clear that they think both these precious things are equally valueless to an Englishman.",2,0.183,0.444,200
18320629,skip,skip,2,0.183,0.444,201
18320630,skip,skip,2,0.183,0.444,202
